Mod:Item:MetaData, Localized Name
harvestcraft:rambutanitem, Rambutan
harvestcraft:pamrambutan, Rambutan
harvestcraft:jackfruit_sapling, Jackfruit Sapling
harvestcraft:jackfruititem, Jackfruit
harvestcraft:pamjackfruit, Jackfruit
harvestcraft:passionfruit_sapling, Passion Fruit Sapling
harvestcraft:passionfruititem, Passion Fruit
harvestcraft:pampassionfruit, Passionfruit
harvestcraft:apple_sapling, Apple Sapling
harvestcraft:pamapple, Apple
harvestcraft:lemon_sapling, Lemon Sapling
harvestcraft:lemonitem, Lemon
harvestcraft:pamlemon, Lemon
harvestcraft:pear_sapling, Pear Sapling
harvestcraft:pearitem, Pear
harvestcraft:pampear, Pear
harvestcraft:olive_sapling, Olive Sapling
harvestcraft:oliveitem, Olive
harvestcraft:pamolive, Olive
harvestcraft:spiderweb_sapling, Spider Web Sapling
harvestcraft:pamspiderweb, Spider Web
harvestcraft:grapefruit_sapling, Grapefruit Sapling
harvestcraft:grapefruititem, Grapefruit
harvestcraft:pamgrapefruit, Grapefruit
harvestcraft:pomegranate_sapling, Pomegranate Sapling
harvestcraft:pomegranateitem, Pomegranate
harvestcraft:pampomegranate, Pomegranate
harvestcraft:cashew_sapling, Cashew Sapling
harvestcraft:cashewitem, Cashew
harvestcraft:pamcashew, Cashew
harvestcraft:vanillabean_sapling, Vanilla Sapling
harvestcraft:vanillabeanitem, Vanilla Bean
harvestcraft:pamvanillabean, Vanilla Bean
harvestcraft:starfruit_sapling, Starfruit Sapling
harvestcraft:starfruititem, Starfruit
harvestcraft:pamstarfruit, Starfruit
harvestcraft:banana_sapling, Banana Sapling
harvestcraft:bananaitem, Banana
harvestcraft:pambanana, Banana
harvestcraft:plum_sapling, Plum Sapling
harvestcraft:plumitem, Plum
harvestcraft:pamplum, Plum
harvestcraft:avocado_sapling, Avocado Sapling
harvestcraft:avocadoitem, Avocado
harvestcraft:pamavocado, Avocado
harvestcraft:pecan_sapling, Pecan Sapling
harvestcraft:pecanitem, Pecan
harvestcraft:pampecan, Pecan
harvestcraft:pistachio_sapling, Pistachio Sapling
harvestcraft:pistachioitem, Pistachio
harvestcraft:pampistachio, Pistachio
harvestcraft:hazelnut_sapling, Hazelnut Sapling
harvestcraft:hazelnutitem, Hazelnut
harvestcraft:pamhazelnut, Hazelnut
harvestcraft:lime_sapling, Lime Sapling
harvestcraft:limeitem, Lime
harvestcraft:pamlime, Lime
harvestcraft:peppercorn_sapling, Peppercorn Sapling
harvestcraft:peppercornitem, Peppercorn
harvestcraft:pampeppercorn, Peppercorn
harvestcraft:almond_sapling, Almond Sapling
harvestcraft:almonditem, Almond
harvestcraft:pamalmond, Almond
harvestcraft:gooseberry_sapling, Gooseberry Sapling
harvestcraft:gooseberryitem, Gooseberry
harvestcraft:pamgooseberry, Gooseberry
harvestcraft:peach_sapling, Peach Sapling
harvestcraft:peachitem, Peach
harvestcraft:pampeach, Peach
harvestcraft:chestnut_sapling, Chestnut Sapling
harvestcraft:chestnutitem, Chestnut
harvestcraft:pamchestnut, Chestnut
harvestcraft:pawpaw_sapling, Pawpaw Sapling
harvestcraft:pawpawitem, Pawpaw
harvestcraft:pampawpaw, Pawpaw
harvestcraft:coconut_sapling, Coconut Sapling
harvestcraft:coconutitem, Coconut
harvestcraft:pamcoconut, Coconut
harvestcraft:mango_sapling, Mango Sapling
harvestcraft:mangoitem, Mango
harvestcraft:pammango, Mango
harvestcraft:apricot_sapling, Apricot Sapling
harvestcraft:apricotitem, Apricot
harvestcraft:pamapricot, Apricot
harvestcraft:orange_sapling, Orange Sapling
harvestcraft:orangeitem, Orange
harvestcraft:pamorange, Orange
harvestcraft:walnut_sapling, Walnut Sapling
harvestcraft:walnutitem, Walnut
harvestcraft:pamwalnut, Walnut
harvestcraft:lychee_sapling, Lychee Sapling
harvestcraft:lycheeitem, Lychee
harvestcraft:pamlychee, Lychee
harvestcraft:persimmon_sapling, Persimmon Sapling
harvestcraft:persimmonitem, Persimmon
harvestcraft:pampersimmon, Persimmon
harvestcraft:guava_sapling, Guava Sapling
harvestcraft:guavaitem, Guava
harvestcraft:pamguava, Guava
harvestcraft:breadfruit_sapling, Breadfruit Sapling
harvestcraft:breadfruititem, Breadfruit
harvestcraft:pambreadfruit, Breadfruit
harvestcraft:nutmeg_sapling, Nutmeg Sapling
harvestcraft:nutmegitem, Nutmeg
harvestcraft:pamnutmeg, Nutmeg
harvestcraft:durian_sapling, Durian Sapling
harvestcraft:durianitem, Durian
harvestcraft:pamdurian, Durian
harvestcraft:tamarind_sapling, Tamarind Sapling
harvestcraft:tamarinditem, Tamarind
harvestcraft:pamtamarind, Tamarind
harvestcraft:cinnamon_sapling, Cinnamon Sapling
harvestcraft:cinnamonitem, Cinnamon
harvestcraft:pamcinnamon, Cinnamon Wood
harvestcraft:maple_sapling, Maple Sapling
harvestcraft:maplesyrupitem, Maple Syrup
harvestcraft:pammaple, Maple Wood
harvestcraft:paperbark_sapling, Paperbark Sapling
harvestcraft:pampaperbark, Paperbark Wood
harvestcraft:market, Market
harvestcraft:shippingbin, Shipping Bin
harvestcraft:well, Well
harvestcraft:groundtrap, Ground Trap
harvestcraft:watertrap, Water Trap
harvestcraft:waterfilter, Water Filter
harvestcraft:grinder, Grinder
harvestcraft:beehive, Beehive
harvestcraft:apiary, Apiary
harvestcraft:honey, Honey Block
harvestcraft:honeycomb, Honeycomb Block
harvestcraft:pressedwax, Pressed Wax Block
harvestcraft:waxcomb, Waxcomb Block
harvestcraft:candledeco1, White Candle
harvestcraft:candledeco2, Orange Candle
harvestcraft:candledeco3, Magenta Candle
harvestcraft:candledeco4, Light Blue Candle
harvestcraft:candledeco5, Yellow Candle
harvestcraft:candledeco6, Lime Candle
harvestcraft:candledeco7, Pink Candle
harvestcraft:candledeco8, Dark Grey Candle
harvestcraft:candledeco9, Light Grey Candle
harvestcraft:candledeco10, Cyan Candle
harvestcraft:candledeco11, Purple Candle
harvestcraft:candledeco12, Blue Candle
harvestcraft:candledeco13, Brown Candle
harvestcraft:candledeco14, Green Candle
harvestcraft:candledeco15, Red Candle
harvestcraft:candledeco16, Black Candle
harvestcraft:aridgarden, Arid Garden
harvestcraft:frostgarden, Frost Garden
harvestcraft:shadedgarden, Shaded Garden
harvestcraft:soggygarden, Soggy Garden
harvestcraft:tropicalgarden, Tropical Garden
harvestcraft:windygarden, Windy Garden
harvestcraft:presser, Presser
harvestcraft:carrotcake, Carrot Cake
harvestcraft:cheesecake, Cheese Cake
harvestcraft:cherrycheesecake, Cherry Cheese Cake
harvestcraft:chocolatesprinklecake, Chocolate Sprinkles Cake
harvestcraft:holidaycake, Holiday Cake
harvestcraft:lamingtoncake, Lamington
harvestcraft:pavlovacake, Pavlova
harvestcraft:pineappleupsidedowncake, Pineapple Upside Down Cake
harvestcraft:pumpkincheesecake, Pumpkin Cheese Cake
harvestcraft:redvelvetcake, Red Velvet Cake
harvestcraft:garliccoinitem, Garlic Coin
harvestcraft:ediblerootitem, Edible Root
harvestcraft:sunflowerseedsitem, Sunflower Seeds
harvestcraft:calamarirawitem, Raw Calamari
harvestcraft:calamaricookeditem, Cooked Calamari
harvestcraft:saltitem, Salt
harvestcraft:wovencottonitem, Woven Cotton
harvestcraft:freshwateritem, Fresh Water
harvestcraft:freshmilkitem, Fresh Milk
harvestcraft:grilledasparagusitem, Grilled Asparagus
harvestcraft:bakedsweetpotatoitem, Baked Sweet Potato
harvestcraft:grilledeggplantitem, Grilled Eggplant
harvestcraft:toastitem, Toast
harvestcraft:cheeseitem, Cheese
harvestcraft:icecreamitem, Ice Cream
harvestcraft:grilledcheeseitem, Grilled Cheese
harvestcraft:applesauceitem, Apple Sauce
harvestcraft:pumpkinbreaditem, Pumpkin Bread
harvestcraft:caramelappleitem, Caramel Apple
harvestcraft:applepieitem, Apple Pie
harvestcraft:teaitem, Cup of Tea
harvestcraft:coffeeitem, Cup of Coffee
harvestcraft:popcornitem, Popcorn
harvestcraft:raisinsitem, Raisins
harvestcraft:ricecakeitem, Rice Cake
harvestcraft:toastedcoconutitem, Toasted Coconut
harvestcraft:roastedpumpkinseedsitem, Roasted Pumpkin Seeds
harvestcraft:vanillaitem, Vanilla
harvestcraft:toastedsesameseedsitem, Toasted Sesame Seeds
harvestcraft:flouritem, Flour
harvestcraft:doughitem, Dough
harvestcraft:pastaitem, Pasta
harvestcraft:heavycreamitem, Heavy Cream
harvestcraft:butteritem, Butter
harvestcraft:applejuiceitem, Apple Juice
harvestcraft:melonjuiceitem, Melon Juice
harvestcraft:carrotjuiceitem, Carrot Juice
harvestcraft:strawberryjuiceitem, Strawberry Juice
harvestcraft:grapejuiceitem, Grape Juice
harvestcraft:blueberryjuiceitem, Blueberry Juice
harvestcraft:cherryjuiceitem, Cherry Juice
harvestcraft:papayajuiceitem, Papaya Juice
harvestcraft:starfruitjuiceitem, Starfruit Juice
harvestcraft:orangejuiceitem, Orange Juice
harvestcraft:peachjuiceitem, Peach Juice
harvestcraft:limejuiceitem, Lime Juice
harvestcraft:mangojuiceitem, Mango Juice
harvestcraft:pomegranatejuiceitem, Pomegranate Juice
harvestcraft:blackberryjuiceitem, Blackberry Juice
harvestcraft:raspberryjuiceitem, Raspberry Juice
harvestcraft:kiwijuiceitem, Kiwi Juice
harvestcraft:cranberryjuiceitem, Cranberry Juice
harvestcraft:cactusfruitjuiceitem, Cactus Fruit Juice
harvestcraft:plumjuiceitem, Plum Juice
harvestcraft:pearjuiceitem, Pear Juice
harvestcraft:apricotjuiceitem, Apricot Juice
harvestcraft:figjuiceitem, Fig Juice
harvestcraft:grapefruitjuiceitem, Grapefruit Juice
harvestcraft:persimmonjuiceitem, Persimmon Juice
harvestcraft:pumpkinsoupitem, Pumpkin Soup
harvestcraft:melonsmoothieitem, Melon Smoothie
harvestcraft:carrotsoupitem, Carrot Soup
harvestcraft:glazedcarrotsitem, Glazed Carrots
harvestcraft:butteredpotatoitem, Buttered Potato
harvestcraft:loadedbakedpotatoitem, Loaded Baked Potato
harvestcraft:mashedpotatoesitem, Mashed Potatoes
harvestcraft:potatosaladitem, Potato Salad
harvestcraft:potatosoupitem, Potato Soup
harvestcraft:friesitem, Fries
harvestcraft:grilledmushroomitem, Grilled Mushroom
harvestcraft:stuffedmushroomitem, Stuffed Mushroom
harvestcraft:chickensandwichitem, Chicken Sandwich
harvestcraft:chickennoodlesoupitem, Chicken Noodle Soup
harvestcraft:chickenpotpieitem, Chicken Pot Pie
harvestcraft:breadedporkchopitem, Breaded Porkchop
harvestcraft:hotdogitem, Hotdog
harvestcraft:bakedhamitem, Baked Ham
harvestcraft:hamburgeritem, Hamburger
harvestcraft:cheeseburgeritem, Cheeseburger
harvestcraft:potroastitem, Pot Roast
harvestcraft:fishsandwichitem, Fish Sandwich
harvestcraft:fishsticksitem, Fish Sticks
harvestcraft:fishandchipsitem, Fish and Chips
harvestcraft:mayoitem, Mayo
harvestcraft:friedeggitem, Fried Egg
harvestcraft:scrambledeggitem, Scrambled Egg
harvestcraft:boiledeggitem, Boiled Egg
harvestcraft:eggsaladitem, Egg Salad
harvestcraft:caramelitem, Caramel
harvestcraft:taffyitem, Taffy
harvestcraft:spidereyesoupitem, Spider Eye Soup
harvestcraft:zombiejerkyitem, Zombie Jerky
harvestcraft:cocoapowderitem, Cocoa Powder
harvestcraft:chocolatebaritem, Chocolate Bar
harvestcraft:hotchocolateitem, Hot Chocolate
harvestcraft:chocolateicecreamitem, Chocolate Ice Cream
harvestcraft:vegetablesoupitem, Vegetable Soup
harvestcraft:stockitem, Stock
harvestcraft:fruitsaladitem, Fruit Salad
harvestcraft:spagettiitem, Spaghetti
harvestcraft:spagettiandmeatballsitem, Spaghetti and Meatballs
harvestcraft:tomatosoupitem, Tomato Soup
harvestcraft:ketchupitem, Ketchup
harvestcraft:chickenparmasanitem, Chicken Parmesan
harvestcraft:springsaladitem, Spring Salad
harvestcraft:porklettucewrapitem, Pork Lettuce Wrap
harvestcraft:fishlettucewrapitem, Fish Lettuce Wrap
harvestcraft:bltitem, BLT
harvestcraft:leafychickensandwichitem, Leafy Chicken Sandwich
harvestcraft:leafyfishsandwichitem, Leafy Fish Sandwich
harvestcraft:potatocakesitem, Potato Cakes
harvestcraft:hashitem, Hash
harvestcraft:braisedonionsitem, Braised Onions
harvestcraft:cornonthecobitem, Corn on the Cob
harvestcraft:cornmealitem, Cornmeal
harvestcraft:cornbreaditem, Cornbread
harvestcraft:tortillaitem, Tortilla
harvestcraft:nachoesitem, Nachos
harvestcraft:tacoitem, Taco
harvestcraft:fishtacoitem, Fish Taco
harvestcraft:creamedcornitem, Creamed Corn
harvestcraft:strawberrysmoothieitem, Strawberry Smoothie
harvestcraft:strawberrypieitem, Strawberry Pie
harvestcraft:strawberrysaladitem, Strawberry Salad
harvestcraft:chocolatestrawberryitem, Chocolate Strawberry
harvestcraft:peanutbutteritem, Peanut Butter
harvestcraft:trailmixitem, Trail Mix
harvestcraft:pbandjitem, PB&J
harvestcraft:peanutbuttercookiesitem, Peanut Butter Cookies
harvestcraft:vinegaritem, Vinegar
harvestcraft:grapejellyitem, Grape Jelly
harvestcraft:grapesaladitem, Grape Salad
harvestcraft:raisincookiesitem, Raisin Cookies
harvestcraft:picklesitem, Pickles
harvestcraft:cucumbersaladitem, Cucumber Salad
harvestcraft:cucumbersoupitem, Cucumber Soup
harvestcraft:vegetarianlettucewrapitem, Vegetarian Lettuce Wrap
harvestcraft:marinatedcucumbersitem, Marinated Cucumbers
harvestcraft:ricesoupitem, Rice Soup
harvestcraft:friedriceitem, Fried Rice
harvestcraft:mushroomrisottoitem, Mushroom Risotto
harvestcraft:curryitem, Curry Rice
harvestcraft:rainbowcurryitem, Rainbow Curry
harvestcraft:refriedbeansitem, Refried Beans
harvestcraft:bakedbeansitem, Baked Beans
harvestcraft:beansandriceitem, Beans and Rice
harvestcraft:chiliitem, Chili
harvestcraft:beanburritoitem, Bean Burrito
harvestcraft:stuffedpepperitem, Stuffed Pepper
harvestcraft:veggiestirfryitem, Veggie Stirfry
harvestcraft:grilledskewersitem, Grilled Skewer
harvestcraft:omeletitem, Omelet
harvestcraft:hotwingsitem, Hot Wings
harvestcraft:chilipoppersitem, Chili Poppers
harvestcraft:extremechiliitem, Extreme Chili
harvestcraft:chilichocolateitem, Chili Chocolate
harvestcraft:lemonaideitem, Lemonade
harvestcraft:lemonbaritem, Lemon Bar
harvestcraft:fishdinneritem, Fish Dinner
harvestcraft:lemonsmoothieitem, Lemon Smoothie
harvestcraft:lemonmeringueitem, Lemon Meringue
harvestcraft:candiedlemonitem, Candied Lemon
harvestcraft:lemonchickenitem, Lemon Chicken
harvestcraft:blueberrysmoothieitem, Blueberry Smoothie
harvestcraft:blueberrypieitem, Blueberry Pie
harvestcraft:blueberrymuffinitem, Blueberry Muffin
harvestcraft:pancakesitem, Pancakes
harvestcraft:blueberrypancakesitem, Blueberry Pancakes
harvestcraft:cherrypieitem, Cherry Pie
harvestcraft:chocolatecherryitem, Chocolate Cherry
harvestcraft:cherrysmoothieitem, Cherry Smoothie
harvestcraft:stuffedeggplantitem, Stuffed Eggplant
harvestcraft:eggplantparmitem, Eggplant Parm
harvestcraft:raspberryicedteaitem, Raspberry Iced Tea
harvestcraft:chaiteaitem, Chai Tea
harvestcraft:espressoitem, Espresso
harvestcraft:coffeeconlecheitem, Coffee con Leche
harvestcraft:mochaicecreamitem, Mocha Ice Cream
harvestcraft:pickledbeetsitem, Pickled Beets
harvestcraft:beetsaladitem, Beet Salad
harvestcraft:beetsoupitem, Beet Soup
harvestcraft:bakedbeetsitem, Baked Beets
harvestcraft:broccolimacitem, Broccoli Mac
harvestcraft:broccolindipitem, Broccoli n Dip
harvestcraft:creamedbroccolisoupitem, Creamed Broccoli Soup
harvestcraft:sweetpotatopieitem, Sweet Potato Pie
harvestcraft:candiedsweetpotatoesitem, Candied Sweet Potatoes
harvestcraft:mashedsweetpotatoesitem, Mashed Sweet Potatoes
harvestcraft:steamedpeasitem, Steamed Peas
harvestcraft:splitpeasoupitem, Split Pea Soup
harvestcraft:pineapplehamitem, Pineapple Ham
harvestcraft:pineappleyogurtitem, Pineapple Yogurt
harvestcraft:turnipsoupitem, Turnip Soup
harvestcraft:roastedrootveggiemedleyitem, Roasted Root Veggie Medley
harvestcraft:bakedturnipsitem, Baked Turnips
harvestcraft:gingerbreaditem, Ginger Bread
harvestcraft:gingersnapsitem, Ginger Snaps
harvestcraft:candiedgingeritem, Candied Ginger
harvestcraft:mustarditem, Mustard
harvestcraft:softpretzelandmustarditem, Soft Pretzel and Mustard
harvestcraft:spicymustardporkitem, Spicy Mustard Pork
harvestcraft:spicygreensitem, Spicy Greens
harvestcraft:garlicbreaditem, Garlic Bread
harvestcraft:garlicmashedpotatoesitem, Garlic Mashed Potatoes
harvestcraft:garlicchickenitem, Garlic Chicken
harvestcraft:summerradishsaladitem, Summer Radish Salad
harvestcraft:summersquashwithradishitem, Summer Squash with Radish
harvestcraft:celeryandpeanutbutteritem, Celery and Peanut Butter
harvestcraft:chickencelerycasseroleitem, Chicken Celery Casserole
harvestcraft:peasandceleryitem, Peas and Celery
harvestcraft:celerysoupitem, Celery Soup
harvestcraft:zucchinibreaditem, Zucchini Bread
harvestcraft:zucchinifriesitem, Zucchini Fries
harvestcraft:zestyzucchiniitem, Zesty Zucchini
harvestcraft:zucchinibakeitem, Zucchini Bake
harvestcraft:asparagusquicheitem, Asparagus Quiche
harvestcraft:asparagussoupitem, Asparagus Soup
harvestcraft:walnutraisinbreaditem, Walnut Raisin Bread
harvestcraft:candiedwalnutsitem, Candied Walnuts
harvestcraft:brownieitem, Brownie
harvestcraft:papayasmoothieitem, Papaya Smoothie
harvestcraft:papayayogurtitem, Papaya Yogurt
harvestcraft:starfruitsmoothieitem, Starfruit Smoothie
harvestcraft:starfruityogurtitem, Starfruit Yogurt
harvestcraft:guacamoleitem, Guacamole
harvestcraft:creamofavocadosoupitem, Cream of Avocado Soup
harvestcraft:avocadoburritoitem, Avocado Burrito
harvestcraft:poachedpearitem, Poached Pear
harvestcraft:fruitcrumbleitem, Fruit Crumble
harvestcraft:pearyogurtitem, Pear Yogurt
harvestcraft:plumyogurtitem, Plum Yogurt
harvestcraft:bananasplititem, Banana Split
harvestcraft:banananutbreaditem, Banana Nut Bread
harvestcraft:bananasmoothieitem, Banana Smoothie
harvestcraft:bananayogurtitem, Banana Yogurt
harvestcraft:coconutmilkitem, Coconut Milk
harvestcraft:chickencurryitem, Chicken Curry
harvestcraft:coconutshrimpitem, Coconut Shrimp
harvestcraft:coconutyogurtitem, Coconut Yogurt
harvestcraft:orangechickenitem, Orange Chicken
harvestcraft:orangesmoothieitem, Orange Smoothie
harvestcraft:orangeyogurtitem, Orange Yogurt
harvestcraft:peachcobbleritem, Peach Cobbler
harvestcraft:peachsmoothieitem, Peach Smoothie
harvestcraft:peachyogurtitem, Peach Yogurt
harvestcraft:keylimepieitem, Keylime Pie
harvestcraft:limesmoothieitem, Lime Smoothie
harvestcraft:limeyogurtitem, Lime Yogurt
harvestcraft:mangosmoothieitem, Mango Smoothie
harvestcraft:mangoyogurtitem, Mango Yogurt
harvestcraft:pomegranatesmoothieitem, Pomegranate Smoothie
harvestcraft:pomegranateyogurtitem, Pomegranate Yogurt
harvestcraft:vanillayogurtitem, Vanilla Yogurt
harvestcraft:cinnamonrollitem, Cinnamon Roll
harvestcraft:frenchtoastitem, French Toast
harvestcraft:marshmellowsitem, Marshmallows
harvestcraft:donutitem, Donut
harvestcraft:chocolatedonutitem, Chocolate Donut
harvestcraft:powdereddonutitem, Powdered Donut
harvestcraft:jellydonutitem, Jelly Donut
harvestcraft:frosteddonutitem, Frosted Donut
harvestcraft:cactussoupitem, Cactus Soup
harvestcraft:wafflesitem, Waffles
harvestcraft:seedsoupitem, Seed Soup
harvestcraft:softpretzelitem, Soft Pretzel
harvestcraft:jellybeansitem, Jellybeans
harvestcraft:biscuititem, Biscuit
harvestcraft:creamcookieitem, Cream Cookie
